index,date_time,mode,flight_id,hex_id,altitude,lat_plane,lng_plane,in_view,dt_tm,time,lat,lon,speed,alt,track,climb
339,20150618-152520,Updating,DAL331  ,AB1890,9075,33.53693,-84.43968000000001,26.0,2015-06-18 15:25:20,2015-06-18T15:25:20.000Z,33.494101667,-84.221006667,28.752,250.9,155.23,0.9
340,20150618-152548,Updating,XXXXX,4D0104,38000,33.80727,-83.90903,29.0,2015-06-18 15:25:48,2015-06-18T15:25:48.000Z,33.486945,-84.21869,29.21,264.9,166.94,0.3
341,20150618-152600,Updating,JBU794  ,AA099E,34950,33.721140000000005,-83.96667,30.0,2015-06-18 15:26:00,2015-06-18T15:26:00.000Z,33.484125,-84.21792,24.41,269.1,167.18,0.2
342,20150618-152608,Updating,DAL95   ,A34721,6375,33.733059999999995,-84.31295,31.0,2015-06-18 15:26:08,2015-06-18T15:26:08.000Z,33.48235,-84.217436667,26.206,270.3,166.86,0.0
343,20150618-152622,Updating,DAL331  ,AB1890,7250,33.53673,-84.35396,33.0,2015-06-18 15:26:22,2015-06-18T15:26:22.000Z,33.47895,-84.216508333,28.66,265.3,167.15,-0.6
344,20150618-152647,Updating,801     ,A1ED66,37000,32.76468,-84.26026,33.0,2015-06-18 15:26:47,2015-06-18T15:26:47.000Z,33.472508333,-84.214408333,29.488,250.5,161.11,-0.6
345,20150618-152654,Updating,XXXXX,4D0104,38000,33.80727,-83.90903,33.0,2015-06-18 15:26:54,2015-06-18T15:26:54.000Z,33.470763333,-84.213686667,29.195,245.7,160.98,-0.4
346,20150618-152703,Updating,JBU794  ,AA099E,34975,33.721140000000005,-83.96667,33.0,2015-06-18 15:27:03,2015-06-18T15:27:03.000Z,33.468515,-84.212766667,29.339,248.1,161.02,0.7000000000000001
347,20150618-152707,Updating,AAL1577 ,AC1190,39000,33.58586,-84.72548,33.0,2015-06-18 15:27:07,2015-06-18T15:27:07.000Z,33.467530000000004,-84.212361667,28.202,251.3,160.97,0.6
348,20150618-152710,Updating,DAL95   ,A34721,5075,33.73301,-84.23252,34.0,2015-06-18 15:27:10,2015-06-18T15:27:10.000Z,33.466823333,-84.212071667,27.271,253.8,160.77,0.9
349,20150618-152724,Updating,DAL331  ,AB1890,6400,33.53688,-84.27696,35.0,2015-06-18 15:27:24,2015-06-18T15:27:24.000Z,33.463526667,-84.21071,28.423,259.0,160.95,-0.3
350,20150618-152750,Updating,801     ,A1ED66,37000,32.76468,-84.26026,34.0,2015-06-18 15:27:50,2015-06-18T15:27:50.000Z,33.457233333,-84.207941667,28.454,248.2,153.63,-0.5
351,20150618-152756,Updating,CLX778  ,4D0104,38025,33.5918,-84.24619,35.0,2015-06-18 15:27:56,2015-06-18T15:27:56.000Z,33.455896667,-84.207056667,28.202,245.9,148.34,-0.2
352,20150618-152805,Updating,JBU794  ,AA099E,34975,33.721140000000005,-83.96667,34.0,2015-06-18 15:28:05,2015-06-18T15:28:05.000Z,33.45405,-84.205545,27.147,246.7,144.94,0.3
353,20150618-152810,Updating,AAL1577 ,AC1190,39000,33.60287,-84.51608,34.0,2015-06-18 15:28:10,2015-06-18T15:28:10.000Z,33.453013333,-84.204678333,28.341,248.1,145.12,0.2
354,20150618-152814,Updating,DAL95   ,A34721,4900,33.733059999999995,-84.21463,34.0,2015-06-18 15:28:14,2015-06-18T15:28:14.000Z,33.45217,-84.203976667,28.464,249.1,145.08,0.2
355,20150618-152827,Updating,DAL331  ,AB1890,4975,33.5614,-84.22612,34.0,2015-06-18 15:28:27,2015-06-18T15:28:27.000Z,33.449488333,-84.20174,27.147,248.2,144.77,-0.1
356,20150618-152852,Updating,801     ,A1ED66,37000,32.76468,-84.26026,29.0,2015-06-18 15:28:52,2015-06-18T15:28:52.000Z,33.444351667,-84.19744,27.909,245.0,144.96,0.3
357,20150618-152857,Updating,CLX778  ,4D0104,38025,33.51072,-84.37231,29.0,2015-06-18 15:28:57,2015-06-18T15:28:57.000Z,33.443315,-84.196568333,28.058,246.7,145.15,0.4
358,20150618-152906,Updating,JBU794  ,AA099E,34975,33.721140000000005,-83.96667,28.0,2015-06-18 15:29:06,2015-06-18T15:29:06.000Z,33.441788333,-84.195298333,16.91,248.3,145.06,0.0
359,20150618-152911,Updating,AAL1577 ,AC1190,39000,33.60287,-84.51608,28.0,2015-06-18 15:29:11,2015-06-18T15:29:11.000Z,33.44122,-84.194828333,14.816,248.1,145.18,-0.1
360,20150618-152918,Updating,DAL95   ,A34721,4900,33.733059999999995,-84.21463,28.0,2015-06-18 15:29:18,2015-06-18T15:29:18.000Z,33.4405,-84.194226667,14.111,247.6,144.63,-0.1
361,20150618-152933,Updating,DAL331  ,AB1890,4100,33.59163,-84.22754,27.0,2015-06-18 15:29:33,2015-06-18T15:29:33.000Z,33.438826667,-84.19282,17.589,247.0,144.94,-0.1
362,20150618-152958,Updating,CLX778  ,4D0104,38000,33.44518,-84.47388000000001,26.0,2015-06-18 15:29:58,2015-06-18T15:29:58.000Z,33.43507,-84.18968,23.747,253.4,145.07,0.9
363,20150618-153007,Updating,JBU794  ,AA099E,34975,33.721140000000005,-83.96667,26.0,2015-06-18 15:30:07,2015-06-18T15:30:07.000Z,33.433481667,-84.188346667,24.05,260.3,144.83,0.7000000000000001
364,20150618-153013,Updating,AAL1577 ,AC1190,38975,33.61505,-84.2185,27.0,2015-06-18 15:30:13,2015-06-18T15:30:13.000Z,33.43245,-84.187446667,22.862,264.5,142.27,0.8
365,20150618-153022,Updating,DAL95   ,A34721,2900,33.65382,-84.26886,26.0,2015-06-18 15:30:22,2015-06-18T15:30:22.000Z,33.431066667,-84.186113333,21.699,268.6,139.59,0.4
366,20150618-153039,Updating,DAL331  ,AB1890,2600,33.620259999999995,-84.2878,26.0,2015-06-18 15:30:39,2015-06-18T15:30:39.000Z,33.42849,-84.183168333,24.879,267.6,133.5,-0.4
367,20150618-153039,Updating,XXXXX,A3323F,11750,33.464729999999996,-84.67113,26.0,2015-06-18 15:30:39,2015-06-18T15:30:39.000Z,33.42849,-84.183168333,24.879,267.6,133.5,-0.4
368,20150618-153103,Updating,CLX778  ,4D0104,38000,33.33275,-84.64747,24.0,2015-06-18 15:31:03,2015-06-18T15:31:03.000Z,33.424566667,-84.178205,26.844,258.0,132.92,-0.3
369,20150618-153108,Updating,N276GE  ,A2BD61,3800,33.30849,-84.22394,25.0,2015-06-18 15:31:08,2015-06-18T15:31:08.000Z,33.42373,-84.177153333,27.178,257.1,133.76,-0.1
370,20150618-153119,Updating,AAL1577 ,AC1190,37475,33.620490000000004,-84.09594,25.0,2015-06-18 15:31:19,2015-06-18T15:31:19.000Z,33.421885,-84.17483,26.581,255.9,133.67,0.2
371,20150618-153123,Updating,DAL95   ,A34721,2725,33.65382,-84.26886,26.0,2015-06-18 15:31:23,2015-06-18T15:31:23.000Z,33.421218333,-84.173991667,27.07,257.4,133.17,0.5
372,20150618-153127,Updating,4275 T10,A51F4A,9650,33.30011,-83.92994,28.0,2015-06-18 15:31:27,2015-06-18T15:31:27.000Z,33.420545,-84.17314,27.173,259.8,133.3,0.6
373,20150618-153141,Updating,DAL331  ,AB1890,1650,33.620259999999995,-84.2878,31.0,2015-06-18 15:31:41,2015-06-18T15:31:41.000Z,33.418205,-84.170188333,26.869,267.4,133.23,0.4
374,20150618-153141,Updating,DAL364  ,A3323F,10800,33.53707,-84.49518,31.0,2015-06-18 15:31:41,2015-06-18T15:31:41.000Z,33.418205,-84.170188333,26.869,267.4,133.23,0.4
375,20150618-153204,Updating,CLX778  ,4D0104,38000,33.32172,-84.66449,34.0,2015-06-18 15:32:04,2015-06-18T15:32:04.000Z,33.414408333,-84.165403333,26.453,275.1,133.3,0.5
376,20150618-153210,Updating,N276GE  ,A2BD61,4300,33.337140000000005,-84.27387,36.0,2015-06-18 15:32:10,2015-06-18T15:32:10.000Z,33.413418333,-84.164155,26.669,279.5,133.44,0.9
377,20150618-153223,Updating,AAL1577 ,AC1190,35900,33.62943,-83.90305,38.0,2015-06-18 15:32:23,2015-06-18T15:32:23.000Z,33.411281667,-84.161453333,26.509,287.0,133.18,0.2
378,20150618-153223,Updating,XXXXX,A7B13B,14100,33.039190000000005,-83.61291,38.0,2015-06-18 15:32:23,2015-06-18T15:32:23.000Z,33.411281667,-84.161453333,26.509,287.0,133.18,0.2
379,20150618-153228,Updating,4275 T10,A51F4A,8075,33.35147,-84.00564,39.0,2015-06-18 15:32:28,2015-06-18T15:32:28.000Z,33.410448333,-84.160408333,26.936,286.7,133.08,-0.2
380,20150618-153246,Updating,DAL331  ,AB1890,1150,33.62021,-84.39256999999999,40.0,2015-06-18 15:32:46,2015-06-18T15:32:46.000Z,33.407276667,-84.156456667,28.583,277.5,135.74,0.1
381,20150618-153246,Updating,DAL364  ,A3323F,8600,33.53688,-84.43245,40.0,2015-06-18 15:32:46,2015-06-18T15:32:46.000Z,33.407276667,-84.156456667,28.583,277.5,135.74,0.1
382,20150618-153310,Updating,CLX778  ,4D0104,38025,33.32172,-84.66449,41.0,2015-06-18 15:33:10,2015-06-18T15:33:10.000Z,33.402098333,-84.152493333,28.346,271.3,155.78,-0.6
383,20150618-153318,Updating,N276GE  ,A2BD61,4300,33.35882,-84.31065,41.0,2015-06-18 15:33:18,2015-06-18T15:33:18.000Z,33.400216667,-84.15149,28.552,267.1,155.27,-0.6
384,20150618-153341,Updating,AAL1577 ,AC1190,34975,33.64516,-83.7414,40.0,2015-06-18 15:33:41,2015-06-18T15:33:41.000Z,33.39484,-84.148623333,28.629,265.0,155.88,0.4
385,20150618-153341,Updating,XXXXX,A7B13B,12250,33.1168,-83.69458,39.0,2015-06-18 15:33:41,2015-06-18T15:33:41.000Z,33.39484,-84.148623333,28.629,265.0,155.88,0.4
386,20150618-153341,Updating,4275 T10,A51F4A,6575,33.41352,-84.05145999999999,39.0,2015-06-18 15:33:41,2015-06-18T15:33:41.000Z,33.39484,-84.148623333,28.629,265.0,155.88,0.4
387,20150618-153356,Updating,DAL331  ,AB1890,1150,33.62021,-84.39256999999999,38.0,2015-06-18 15:33:56,2015-06-18T15:33:56.000Z,33.39134,-84.146686667,28.366,269.8,154.21,0.3
388,20150618-153356,Updating,DAL364  ,A3323F,7575,33.53688,-84.43245,38.0,2015-06-18 15:33:56,2015-06-18T15:33:56.000Z,33.39134,-84.146686667,28.366,269.8,154.21,0.3
389,20150618-153412,Updating,CLX778  ,4D0104,38025,33.32172,-84.66449,37.0,2015-06-18 15:34:12,2015-06-18T15:34:12.000Z,33.387628333,-84.144538333,28.402,265.7,154.08,-0.6
390,20150618-153422,Updating,N276GE  ,A2BD61,4300,33.35882,-84.31065,37.0,2015-06-18 15:34:22,2015-06-18T15:34:22.000Z,33.385328333,-84.143208333,28.258,260.6,153.94,-0.4
391,20150618-153450,Updating,XXXXX,AA7E3A,38000,33.05069,-84.03185,36.0,2015-06-18 15:34:50,2015-06-18T15:34:50.000Z,33.378865,-84.13947,28.624,263.0,154.37,0.5
392,20150618-153450,Updating,AAL1577 ,AC1190,34975,33.64516,-83.7414,36.0,2015-06-18 15:34:50,2015-06-18T15:34:50.000Z,33.378865,-84.13947,28.624,263.0,154.37,0.5
393,20150618-153450,Updating,XXXXX,A7B13B,12250,33.1168,-83.69458,36.0,2015-06-18 15:34:50,2015-06-18T15:34:50.000Z,33.378865,-84.13947,28.624,263.0,154.37,0.5
394,20150618-153450,Updating,4275 T10,A51F4A,4400,33.494009999999996,-84.11503,36.0,2015-06-18 15:34:50,2015-06-18T15:34:50.000Z,33.378865,-84.13947,28.624,263.0,154.37,0.5
395,20150618-153505,Updating,DAL331  ,AB1890,1150,33.62021,-84.39256999999999,34.0,2015-06-18 15:35:05,2015-06-18T15:35:05.000Z,33.37534,-84.137546667,28.541,261.9,156.4,-0.3
396,20150618-153516,Updating,CLX778  ,4D0104,38025,33.32172,-84.66449,30.0,2015-06-18 15:35:16,2015-06-18T15:35:16.000Z,33.372748333,-84.13618,28.639,255.4,156.39,-0.7000000000000001
397,20150618-153530,Updating,N276GE  ,A2BD61,4300,33.35882,-84.31065,30.0,2015-06-18 15:35:30,2015-06-18T15:35:30.000Z,33.369453333,-84.134453333,28.145,246.3,155.7,-0.2
398,20150618-153554,Updating,3739    ,AA7E3A,38000,33.17825,-84.06855999999999,20.0,2015-06-18 15:35:54,2015-06-18T15:35:54.000Z,33.363888333,-84.131411667,28.644,261.8,153.14,0.2
399,20150618-153554,Updating,AAL1577 ,AC1190,34975,33.64516,-83.7414,20.0,2015-06-18 15:35:54,2015-06-18T15:35:54.000Z,33.363888333,-84.131411667,28.644,261.8,153.14,0.2
400,20150618-153554,Updating,XXXXX,A7B13B,10550,33.1168,-83.69458,20.0,2015-06-18 15:35:54,2015-06-18T15:35:54.000Z,33.363888333,-84.131411667,28.644,261.8,153.14,0.2
401,20150618-153554,Updating,4275 T10,A51F4A,4025,33.50202,-84.12142,20.0,2015-06-18 15:35:54,2015-06-18T15:35:54.000Z,33.363888333,-84.131411667,28.644,261.8,153.14,0.2
402,20150618-153607,Updating,XXXXX,A51B93,32000,32.96387,-83.87434,20.0,2015-06-18 15:36:07,2015-06-18T15:36:07.000Z,33.360918333,-84.129616667,28.423,268.4,153.02,0.3
403,20150618-153631,Updating,N276GE  ,A2BD61,4300,33.35882,-84.31065,21.0,2015-06-18 15:36:31,2015-06-18T15:36:31.000Z,33.355411667,-84.126288333,28.13,257.1,153.65,-0.2
404,20150618-153658,Updating,3739    ,AA7E3A,38000,33.31185,-84.10701,24.0,2015-06-18 15:36:58,2015-06-18T15:36:58.000Z,33.348708333,-84.124281667,28.49,244.7,174.66,-1.0
405,20150618-153658,Updating,DAL2118 ,A7B13B,7875,33.3707,-84.0147,24.0,2015-06-18 15:36:58,2015-06-18T15:36:58.000Z,33.348708333,-84.124281667,28.49,244.7,174.66,-1.0
406,20150618-153709,Updating,4313    ,A51B93,32000,33.07043,-83.96335,25.0,2015-06-18 15:37:09,2015-06-18T15:37:09.000Z,33.34589,-84.12397,28.289,235.2,174.38,-0.7000000000000001
407,20150618-153730,Updating,AAL2196 ,AD3997,38000,32.971270000000004,-84.18734,26.0,2015-06-18 15:37:30,2015-06-18T15:37:30.000Z,33.34054,-84.123368333,28.361,228.8,174.36,0.2
408,20150618-153802,Updating,3739    ,AA7E3A,38000,33.44014,-84.14423000000001,26.0,2015-06-18 15:38:02,2015-06-18T15:38:02.000Z,33.332321667,-84.12244,28.536,230.0,174.58,-0.8
409,20150618-153802,Updating,DAL2118 ,A7B13B,6100,33.43991,-84.06843,26.0,2015-06-18 15:38:02,2015-06-18T15:38:02.000Z,33.332321667,-84.12244,28.536,230.0,174.58,-0.8
410,20150618-153813,Updating,4313    ,A51B93,32000,33.184670000000004,-84.05937,26.0,2015-06-18 15:38:13,2015-06-18T15:38:13.000Z,33.329505,-84.122133333,28.464,220.8,174.4,-0.8
411,20150618-153832,Updating,AAL2196 ,AD3997,38000,33.02802,-84.20864,26.0,2015-06-18 15:38:32,2015-06-18T15:38:32.000Z,33.32469,-84.121526667,28.258,224.3,171.71,0.6
412,20150618-153907,Updating,3739    ,AA7E3A,38000,33.47891,-84.15549,30.0,2015-06-18 15:39:07,2015-06-18T15:39:07.000Z,33.31603,-84.118596667,28.325,218.1,159.64,-0.2
413,20150618-153907,Updating,DAL2118 ,A7B13B,4825,33.48253,-84.10117,29.0,2015-06-18 15:39:07,2015-06-18T15:39:07.000Z,33.31603,-84.118596667,28.325,218.1,159.64,-0.2
414,20150618-153915,Updating,4313    ,A51B93,32000,33.29588,-84.15303,29.0,2015-06-18 15:39:15,2015-06-18T15:39:15.000Z,33.314128333,-84.117746667,28.156,221.3,159.59,0.6
415,20150618-153933,Updating,AAL2196 ,AD3997,38000,33.2038,-84.27433,28.0,2015-06-18 15:39:33,2015-06-18T15:39:33.000Z,33.309773333,-84.115851667,28.639,233.1,161.77,0.2
416,20150618-153951,Updating,CMP236  ,0C2052,35000,33.34793,-83.89026,27.0,2015-06-18 15:39:51,2015-06-18T15:39:51.000Z,33.305293333,-84.11428,28.541,223.0,165.73,-0.8
417,20150618-154008,Updating,3739    ,AA7E3A,38000,33.47891,-84.15549,26.0,2015-06-18 15:40:08,2015-06-18T15:40:08.000Z,33.301043333,-84.11311,28.469,212.0,167.23,-0.6
418,20150618-154008,Updating,DAL2118 ,A7B13B,4825,33.48253,-84.10117,26.0,2015-06-18 15:40:08,2015-06-18T15:40:08.000Z,33.301043333,-84.11311,28.469,212.0,167.23,-0.6
419,20150618-154016,Updating,4313    ,A51B93,32000,33.4054,-84.24569,26.0,2015-06-18 15:40:16,2015-06-18T15:40:16.000Z,33.299036667,-84.112566667,28.366,208.2,167.14,-0.2
420,20150618-154035,Updating,AAL2196 ,AD3997,37975,33.31512,-84.31639,25.0,2015-06-18 15:40:35,2015-06-18T15:40:35.000Z,33.294318333,-84.111293333,28.351,217.1,167.07,0.5
421,20150618-154052,Updating,CMP236  ,0C2052,35000,33.27796,-83.86688000000001,23.0,2015-06-18 15:40:52,2015-06-18T15:40:52.000Z,33.290041667,-84.110136667,28.397,216.5,167.11,0.1
422,20150618-154120,Updating,DAL2118 ,A7B13B,4825,33.48253,-84.10117,22.0,2015-06-18 15:41:20,2015-06-18T15:41:20.000Z,33.283036667,-84.108243333,28.809,227.7,166.99,0.2
423,20150618-154120,Updating,4313    ,A51B93,32000,33.4438,-84.2781,22.0,2015-06-18 15:41:20,2015-06-18T15:41:20.000Z,33.283036667,-84.108243333,28.809,227.7,166.99,0.2
424,20150618-154139,Updating,AAL2196 ,AD3997,38000,33.346340000000005,-84.32814,23.0,2015-06-18 15:41:39,2015-06-18T15:41:39.000Z,33.278345,-84.10655,28.356,217.1,158.57,-0.5
425,20150618-154154,Updating,CMP236  ,0C2052,35000,33.07164,-83.79822,25.0,2015-06-18 15:41:54,2015-06-18T15:41:54.000Z,33.274885,-84.104651667,28.109,220.4,152.09,0.8
426,20150618-154222,Updating,3739    ,AA7E3A,38000,33.89493,-84.27656999999999,24.0,2015-06-18 15:42:22,2015-06-18T15:42:22.000Z,33.26863,-84.1004,28.732,229.7,150.38,-0.4
427,20150618-154222,Updating,4313    ,A51B93,32000,33.58958,-84.40184,24.0,2015-06-18 15:42:22,2015-06-18T15:42:22.000Z,33.26863,-84.1004,28.732,229.7,150.38,-0.4
428,20150618-154240,Updating,AAL2196 ,AD3997,37975,33.54159,-84.40184,23.0,2015-06-18 15:42:40,2015-06-18T15:42:40.000Z,33.26462,-84.097648333,28.032,219.7,150.15,0.2
429,20150618-154256,Updating,CMP236  ,0C2052,35000,33.01936,-83.78095,24.0,2015-06-18 15:42:56,2015-06-18T15:42:56.000Z,33.261075,-84.095231667,28.459,229.2,150.43,0.7000000000000001
430,20150618-154326,Updating,3739    ,AA7E3A,38000,33.89493,-84.27656999999999,27.0,2015-06-18 15:43:26,2015-06-18T15:43:26.000Z,33.25436,-84.090663333,28.264,228.0,150.28,-0.5
431,20150618-154326,Updating,4313    ,A51B93,32000,33.76466,-84.46804,26.0,2015-06-18 15:43:26,2015-06-18T15:43:26.000Z,33.25436,-84.090663333,28.264,228.0,150.28,-0.5
432,20150618-154341,Updating,AAL2196 ,AD3997,37975,33.66718,-84.44429000000001,26.0,2015-06-18 15:43:41,2015-06-18T15:43:41.000Z,33.251003333,-84.088376667,28.33,217.8,150.23,-0.9
433,20150618-154402,Updating,CMP236  ,0C2052,35000,32.82674,-83.7173,25.0,2015-06-18 15:44:02,2015-06-18T15:44:02.000Z,33.246285,-84.08533,28.12,212.5,155.88,0.8
434,20150618-154433,Updating,3739    ,AA7E3A,38000,33.89493,-84.27656999999999,23.0,2015-06-18 15:44:33,2015-06-18T15:44:33.000Z,33.238698333,-84.082311667,28.624,198.7,162.0,-0.6
435,20150618-154433,Updating,4313    ,A51B93,32000,33.7771,-84.47113,23.0,2015-06-18 15:44:33,2015-06-18T15:44:33.000Z,33.238698333,-84.082311667,28.624,198.7,162.0,-0.6
436,20150618-154448,Updating,AAL2196 ,AD3997,38000,33.68138,-84.44773,24.0,2015-06-18 15:44:48,2015-06-18T15:44:48.000Z,33.235065,-84.080918333,28.104,200.8,161.94,0.9
437,20150618-154513,Updating,CMP236  ,0C2052,35000,32.735490000000006,-83.68723,24.0,2015-06-18 15:45:13,2015-06-18T15:45:13.000Z,33.229075,-84.078195,28.804,218.5,150.77,0.0
438,20150618-154536,Updating,3739    ,AA7E3A,38000,33.89493,-84.27656999999999,25.0,2015-06-18 15:45:36,2015-06-18T15:45:36.000Z,33.224153333,-84.074286667,28.644,211.8,146.05,-0.3
439,20150618-154536,Updating,4313    ,A51B93,32000,33.7771,-84.47113,25.0,2015-06-18 15:45:36,2015-06-18T15:45:36.000Z,33.224153333,-84.074286667,28.644,211.8,146.05,-0.3
440,20150618-154555,Updating,AAL2196 ,AD3997,38000,33.68138,-84.44773,25.0,2015-06-18 15:45:55,2015-06-18T15:45:55.000Z,33.220118333,-84.071035,28.511,213.5,146.14,0.3
441,20150618-154618,Updating,CMP236  ,0C2052,35000,32.5584,-83.62899,22.0,2015-06-18 15:46:18,2015-06-18T15:46:18.000Z,33.215208333,-84.067078333,28.351,219.2,145.6,0.2
442,20150618-154638,Updating,3739    ,AA7E3A,38000,33.89493,-84.27656999999999,23.0,2015-06-18 15:46:38,2015-06-18T15:46:38.000Z,33.210988333,-84.063725,23.783,223.2,146.73,0.1
443,20150618-154638,Updating,4313    ,A51B93,32000,33.7771,-84.47113,23.0,2015-06-18 15:46:38,2015-06-18T15:46:38.000Z,33.210988333,-84.063725,23.783,223.2,146.73,0.1
444,20150618-154701,Updating,AAL2196 ,AD3997,37975,33.68138,-84.44773,22.0,2015-06-18 15:47:01,2015-06-18T15:47:01.000Z,33.207185,-84.062526667,16.977,216.4,158.49,-0.1
445,20150618-154719,Updating,CMP236  ,0C2052,35000,32.5584,-83.62899,21.0,2015-06-18 15:47:19,2015-06-18T15:47:19.000Z,33.206405,-84.061993333,0.005,215.8,146.09,0.0
446,20150618-154806,Updating,AAL2196 ,AD3997,38000,33.68138,-84.44773,19.0,2015-06-18 15:48:06,2015-06-18T15:48:06.000Z,33.20622,-84.061818333,4.939,216.7,130.81,0.3
447,20150618-154824,Updating,CMP236  ,0C2052,35000,32.5584,-83.62899,22.0,2015-06-18 15:48:24,2015-06-18T15:48:24.000Z,33.206778333,-84.061153333,7.398,220.6,27.28,0.2
448,20150618-154824,Updating,AAL1463 ,AAF1F2,37000,34.26402,-84.62656,22.0,2015-06-18 15:48:24,2015-06-18T15:48:24.000Z,33.206778333,-84.061153333,7.398,220.6,27.28,0.2
449,20150618-154907,Updating,AAL2196 ,AD3997,38000,33.68138,-84.44773,28.0,2015-06-18 15:49:07,2015-06-18T15:49:07.000Z,33.209171667,-84.058958333,5.71,210.7,150.0,0.1
450,20150618-154925,Updating,CMP236  ,0C2052,35000,32.5584,-83.62899,30.0,2015-06-18 15:49:25,2015-06-18T15:49:25.000Z,33.208365,-84.059705,6.739,211.8,177.71,0.0
451,20150618-154925,Updating,AAL1427 ,A05671,11250,33.536640000000006,-84.51886999999999,30.0,2015-06-18 15:49:25,2015-06-18T15:49:25.000Z,33.208365,-84.059705,6.739,211.8,177.71,0.0
452,20150618-155011,Updating,AAL2196 ,AD3997,38000,33.68138,-84.44773,28.0,2015-06-18 15:50:11,2015-06-18T15:50:11.000Z,33.208465,-84.059235,6.06,211.4,31.28,-0.4
453,20150618-155030,Updating,AAL1427 ,A05671,10175,33.536640000000006,-84.51886999999999,28.0,2015-06-18 15:50:30,2015-06-18T15:50:30.000Z,33.208758333,-84.058205,4.846,210.9,130.82,0.0
454,20150618-155133,Updating,AAL1463 ,AAF1F2,37000,33.81364,-84.59599,29.0,2015-06-18 15:51:33,2015-06-18T15:51:33.000Z,33.20822,-84.058363333,0.0,210.7,183.67,0.0
